TIMESTAMP,TRACK_ID,OBJECT_TYPE,X,Y,CITY_NAME
315967879.12371486,00000000-0000-0000-0000-000000000000,AV,419.329611669155,1275.8599938242517,MIA
315967879.12371486,00000000-0000-0000-0000-000000015654,OTHERS,389.65250456580384,1251.9751281958245,MIA
315967879.12371486,00000000-0000-0000-0000-000000016174,AGENT,416.13947514382215,1246.334180698073,MIA
315967879.12371486,00000000-0000-0000-0000-000000016143,OTHERS,403.27782512357015,1245.610187116084,MIA
315967879.12371486,00000000-0000-0000-0000-000000016295,OTHERS,408.12787013347236,1240.9182713779444,MIA
315967879.12371486,00000000-0000-0000-0000-000000016333,OTHERS,428.9101784084765,1276.9156434490872,MIA
315967879.12371486,00000000-0000-0000-0000-000000016298,OTHERS,430.2484853730217,1276.4186714248578,MIA
315967879.12371486,00000000-0000-0000-0000-000000016351,OTHERS,419.6981976351872,1215.8082240129118,MIA
315967879.12371486,00000000-0000-0000-0000-000000016024,OTHERS,413.6528645983676,1307.394035307469,MIA
315967879.12371486,00000000-0000-0000-0000-000000016338,OTHERS,440.9243077273289,1251.8839297378138,MIA
315967879.12371486,00000000-0000-0000-0000-000000016263,OTHERS,416.2806209077794,1230.8693430490446,MIA
315967879.12371486,00000000-0000-0000-0000-000000016340,OTHERS,402.08645809742745,1240.1750952496066,MIA
315967879.12371486,00000000-0000-0000-0000-000000016322,OTHERS,435.6640457165992,1252.150426231952,MIA
315967879.12371486,00000000-0000-0000-0000-000000016304,OTHERS,428.33731000431436,1256.2069941403568,MIA
315967879.12371486,00000000-0000-0000-0000-000000016330,OTHERS,441.3726301786663,1256.2242224789434,MIA
315967879.12371486,00000000-0000-0000-0000-000000016321,OTHERS,442.3471428279622,1276.3961734124764,MIA
315967879.12371486,00000000-0000-0000-0000-000000016327,OTHERS,433.64224262974784,1256.1383453032831,MIA
315967879.12371486,00000000-0000-0000-0000-000000016319,OTHERS,443.6131617216626,1276.6619047409365,MIA
315967879.12371486,00000000-0000-0000-0000-000000016314,OTHERS,436.7428713443702,1276.8004657246934,MIA
315967879.12371486,00000000-0000-0000-0000-000000016350,OTHERS,475.50716972633234,1272.358502786808,MIA
315967879.12371486,00000000-0000-0000-0000-000000016307,OTHERS,427.48024808761596,1252.7132533330478,MIA
315967879.12371486,00000000-0000-0000-0000-000000016320,OTHERS,448.84586027352236,1276.8060486523186,MIA
315967879.217987,00000000-0000-0000-0000-000000000000,AV,419.2946130925977,1276.8877457113153,MIA
315967879.217987,00000000-0000-0000-0000-000000015654,OTHERS,389.12938290597236,1252.0934176428484,MIA
315967879.217987,00000000-0000-0000-0000-000000016024,OTHERS,413.5634917473504,1308.1691391572524,MIA
315967879.217987,00000000-0000-0000-0000-000000016174,AGENT,416.030301232714,1247.728537392028,MIA
315967879.217987,00000000-0000-0000-0000-000000016143,OTHERS,402.6919436738625,1246.1552007657865,MIA
315967879.217987,00000000-0000-0000-0000-000000016295,OTHERS,407.5686624974779,1241.5776393925325,MIA
315967879.217987,00000000-0000-0000-0000-000000016333,OTHERS,428.8413891465997,1276.770554562496,MIA
315967879.217987,00000000-0000-0000-0000-000000016351,OTHERS,419.6981976351872,1215.8082240129118,MIA
315967879.217987,00000000-0000-0000-0000-000000016330,OTHERS,440.1653400607468,1255.897604018392,MIA
315967879.217987,00000000-0000-0000-0000-000000016321,OTHERS,442.3471428279622,1276.3961734124764,MIA
315967879.217987,00000000-0000-0000-0000-000000016338,OTHERS,442.86043787461466,1252.0783392676285,MIA
315967879.217987,00000000-0000-0000-0000-000000016263,OTHERS,416.3544009303228,1232.1076685665334,MIA
315967879.217987,00000000-0000-0000-0000-000000016340,OTHERS,401.73802140692595,1240.611085892587,MIA
315967879.217987,00000000-0000-0000-0000-000000016322,OTHERS,435.64654426835335,1252.097878027468,MIA
315967879.217987,00000000-0000-0000-0000-000000016304,OTHERS,428.35290011370864,1256.1504417987662,MIA
315967879.217987,00000000-0000-0000-0000-000000016327,OTHERS,433.28182866539294,1256.132139238752,MIA
315967879.217987,00000000-0000-0000-0000-000000016319,OTHERS,443.6131617216626,1276.6619047409365,MIA
315967879.217987,00000000-0000-0000-0000-000000016314,OTHERS,436.61548345498704,1276.8237159545615,MIA
315967879.217987,00000000-0000-0000-0000-000000016350,OTHERS,474.9591298646736,1271.9787626623772,MIA
315967879.217987,00000000-0000-0000-0000-000000016307,OTHERS,431.2475904768158,1253.5519748438287,MIA
315967879.217987,00000000-0000-0000-0000-000000016320,OTHERS,448.48932059404297,1276.4090588923011,MIA
315967879.217987,00000000-0000-0000-0000-000000016298,OTHERS,430.7887126422423,1277.1831381803293,MIA
315967879.3206098,00000000-0000-0000-0000-000000000000,AV,419.26081090636114,1277.9538002806128,MIA
315967879.3206098,00000000-0000-0000-0000-000000015654,OTHERS,389.12938290597236,1252.0934176428484,MIA
315967879.3206098,00000000-0000-0000-0000-000000016024,OTHERS,413.56045087392266,1308.9551765905635,MIA
315967879.3206098,00000000-0000-0000-0000-000000016174,AGENT,416.03287011934754,1248.648657550578,MIA
315967879.3206098,00000000-0000-0000-0000-000000016295,OTHERS,407.3943312236677,1241.688852302838,MIA
315967879.3206098,00000000-0000-0000-0000-000000016333,OTHERS,428.7900373162128,1276.9235961448567,MIA
315967879.3206098,00000000-0000-0000-0000-000000016298,OTHERS,430.1737985785276,1276.7147344664622,MIA
315967879.3206098,00000000-0000-0000-0000-000000016351,OTHERS,419.6981976351872,1215.8082240129118,MIA
315967879.3206098,00000000-0000-0000-0000-000000016349,OTHERS,476.5071885412381,1273.3403378032267,MIA
315967879.3206098,00000000-0000-0000-0000-000000016263,OTHERS,416.22956415071263,1232.8925781725754,MIA
315967879.3206098,00000000-0000-0000-0000-000000016340,OTHERS,401.1660364374988,1241.9889857112632,MIA
315967879.3206098,00000000-0000-0000-0000-000000016322,OTHERS,434.79083799526086,1252.1499213362226,MIA
315967879.3206098,00000000-0000-0000-0000-000000016304,OTHERS,428.48829028751936,1256.1374997276919,MIA
315967879.3206098,00000000-0000-0000-0000-000000016143,OTHERS,401.9178519623338,1246.8468681061515,MIA
315967879.3206098,00000000-0000-0000-0000-000000016327,OTHERS,432.9486942650218,1256.0612061210427,MIA
315967879.3206098,00000000-0000-0000-0000-000000016338,OTHERS,442.0766522633733,1251.8723900279329,MIA
315967879.3206098,00000000-0000-0000-0000-000000016330,OTHERS,439.76178898055366,1255.7640756053045,MIA
315967879.3206098,00000000-0000-0000-0000-000000016321,OTHERS,442.3471428279622,1276.3961734124764,MIA
315967879.3206098,00000000-0000-0000-0000-000000016319,OTHERS,443.6131617216626,1276.6619047409365,MIA
315967879.3206098,00000000-0000-0000-0000-000000016314,OTHERS,436.4610468753155,1277.152268007298,MIA
315967879.3206098,00000000-0000-0000-0000-000000016350,OTHERS,474.4957742239058,1271.6692310149065,MIA
315967879.3206098,00000000-0000-0000-0000-000000016307,OTHERS,431.1476773206051,1253.5809317766532,MIA
315967879.3206098,00000000-0000-0000-0000-000000016320,OTHERS,448.48932059404297,1276.4090588923011,MIA
315967879.42457485,00000000-0000-0000-0000-000000000000,AV,419.2230678109018,1279.1250770165675,MIA
315967879.42457485,00000000-0000-0000-0000-000000015654,OTHERS,389.12938290597236,1252.0934176428484,MIA
315967879.42457485,00000000-0000-0000-0000-000000016024,OTHERS,413.3883968000693,1309.8187132454605,MIA
315967879.42457485,00000000-0000-0000-0000-000000016174,AGENT,415.95123706339587,1249.898555996142,MIA
315967879.42457485,00000000-0000-0000-0000-000000016338,OTHERS,442.0878429942444,1251.8820933872796,MIA
315967879.42457485,00000000-0000-0000-0000-000000016295,OTHERS,406.43744464845713,1243.2799369691315,MIA
315967879.42457485,00000000-0000-0000-0000-000000016322,OTHERS,434.8265810671769,1252.0448597609438,MIA
315967879.42457485,00000000-0000-0000-0000-000000016263,OTHERS,416.2175614050235,1233.9851186874014,MIA
315967879.42457485,00000000-0000-0000-0000-000000016340,OTHERS,400.6086602571057,1242.4970496034136,MIA
315967879.42457485,00000000-0000-0000-0000-000000016327,OTHERS,433.4112254154786,1256.3567038122933,MIA
315967879.42457485,00000000-0000-0000-0000-000000016143,OTHERS,401.2877334485997,1247.3664380522666,MIA
315967879.42457485,00000000-0000-0000-0000-000000016354,OTHERS,413.57707820083823,1322.9493576100506,MIA
315967879.42457485,00000000-0000-0000-0000-000000016330,OTHERS,439.9037849217176,1255.773547741141,MIA
315967879.42457485,00000000-0000-0000-0000-000000016321,OTHERS,442.3471428279622,1276.3961734124764,MIA
315967879.42457485,00000000-0000-0000-0000-000000016349,OTHERS,475.9643482629836,1273.0105114004598,MIA
315967879.42457485,00000000-0000-0000-0000-000000016304,OTHERS,429.5866296166332,1256.435986118347,MIA
315967879.42457485,00000000-0000-0000-0000-000000016319,OTHERS,443.6131617216626,1276.6619047409365,MIA
315967879.42457485,00000000-0000-0000-0000-000000016314,OTHERS,436.40012985714105,1277.2428464238926,MIA
315967879.42457485,00000000-0000-0000-0000-000000016350,OTHERS,473.9997447156182,1271.3118559525512,MIA
315967879.42457485,00000000-0000-0000-0000-000000016307,OTHERS,430.8279352057678,1253.7144588422427,MIA
315967879.42457485,00000000-0000-0000-0000-000000016320,OTHERS,448.5860573794553,1277.8374732153393,MIA
315967879.42457485,00000000-0000-0000-0000-000000016298,OTHERS,430.199004609092,1276.5864886082065,MIA
315967879.42457485,00000000-0000-0000-0000-000000016333,OTHERS,428.9425623120605,1276.9669766204993,MIA
315967879.5214734,00000000-0000-0000-0000-000000000000,AV,419.1884641917706,1280.1893978947833,MIA
315967879.5214734,00000000-0000-0000-0000-000000015654,OTHERS,389.12938290597236,1252.0934176428484,MIA
315967879.5214734,00000000-0000-0000-0000-000000016024,OTHERS,413.3430517959389,1310.5724555244242,MIA
315967879.5214734,00000000-0000-0000-0000-000000016174,AGENT,415.9728016032572,1251.0492884594705,MIA
315967879.5214734,00000000-0000-0000-0000-000000016338,OTHERS,442.0002062989016,1251.8295577821275,MIA
315967879.5214734,00000000-0000-0000-0000-000000016322,OTHERS,434.8265810671769,1252.0448597609438,MIA
315967879.5214734,00000000-0000-0000-0000-000000016327,OTHERS,433.9251739670874,1256.140323909799,MIA
315967879.5214734,00000000-0000-0000-0000-000000016143,OTHERS,400.64993012121096,1247.8059152396934,MIA
315967879.5214734,00000000-0000-0000-0000-000000016354,OTHERS,413.51801283528914,1323.873833066072,MIA
315967879.5214734,00000000-0000-0000-0000-000000016330,OTHERS,439.82628127930366,1255.7612164216525,MIA
315967879.5214734,00000000-0000-0000-0000-000000016349,OTHERS,475.0856604505993,1272.4825533030582,MIA
315967879.5214734,00000000-0000-0000-0000-000000016304,OTHERS,429.66361892189695,1256.359410012928,MIA
