TIMESTAMP,TRACK_ID,OBJECT_TYPE,X,Y,CITY_NAME,HEADING
842.082,000-0000-0000,AV,328939.57309262955,4152762.4767157105,HMC,295.2200012207031
842.082,000-0000-0097,OTHERS,328941.1765552897,4152759.741541287,HMC,297.0246365070343
842.082,000-0000-0078,OTHERS,328931.89615875954,4152770.1273165476,HMC,295.2200012207031
842.082,000-0000-0062,OTHERS,328935.23779856105,4152763.876218183,HMC,298.6629810333252
842.082,000-0000-0122,AGENT,328939.17214039946,4152755.3797884113,HMC,298.8427999019623
842.082,000-0000-0089,OTHERS,328951.92212002893,4152729.194253115,HMC,297.11147117614746
842.082,000-0000-0119,OTHERS,328950.7036019482,4152746.4338234426,HMC,295.2200012207031
842.082,000-0000-0094,OTHERS,328929.6212449146,4152776.048719566,HMC,296.9068168401718
842.082,000-0000-0083,OTHERS,328914.39052179357,4152832.637216699,HMC,266.83727836608887
842.082,000-0000-0022,OTHERS,328945.1595368946,4152742.7612597235,HMC,306.66572856903076
842.082,000-0000-0088,OTHERS,328942.5838106666,4152749.2807954936,HMC,293.60721135139465
842.082,000-0000-0007,OTHERS,328919.77537102817,4152820.6187835336,HMC,295.2200012207031
842.082,000-0000-0073,OTHERS,328940.28904508543,4152768.578417246,HMC,295.2200012207031
842.082,000-0000-0067,OTHERS,328945.2781023394,4152756.898121063,HMC,295.2200012207031
842.082,000-0000-0003,OTHERS,328934.94247120223,4152772.7349592056,HMC,287.5308713912964
842.082,000-0000-0027,OTHERS,328929.5983674134,4152755.659580677,HMC,295.2200012207031
842.082,000-0000-0030,OTHERS,328943.09923185676,4152762.451814663,HMC,293.7098990678787
842.082,000-0000-0005,OTHERS,328947.23496576556,4152753.767696562,HMC,294.69779205322266
842.082,000-0000-0118,OTHERS,328926.15230023954,4152783.6464729607,HMC,296.7273644208908
842.082,000-0000-0136,OTHERS,328903.44618487393,4152767.097888965,HMC,182.67063903808594
842.082,000-0000-0026,OTHERS,328935.30585384625,4152743.4602217292,HMC,295.2200012207031
842.082,000-0000-0029,OTHERS,328949.5079109105,4152735.7454808233,HMC,295.2200012207031
842.082,000-0000-0107,OTHERS,328917.24317247735,4152766.756030894,HMC,295.7645354270935
842.082,000-0000-0056,OTHERS,328923.79183085525,4152756.5025637643,HMC,295.2200012207031
842.082,000-0000-0044,OTHERS,328927.62722872774,4152740.34377321,HMC,330.97808837890625
842.082,000-0000-0113,OTHERS,328921.3075716387,4152752.630565885,HMC,295.2200012207031
842.082,000-0000-0168,OTHERS,328923.76745984546,4152789.512925413,HMC,290.37700748443604
842.082,000-0000-0105,OTHERS,328941.52621360094,4152731.7064986615,HMC,295.2200012207031
842.082,000-0000-0153,OTHERS,328883.15208204876,4152774.982176316,HMC,206.26760864257812
842.082,000-0000-0060,OTHERS,328924.6294734091,4152766.0741616776,HMC,295.2200012207031
842.082,000-0000-0130,OTHERS,328937.5728394238,4152736.583444109,HMC,295.2200012207031
842.082,000-0000-0059,OTHERS,328905.60900004284,4152763.677343013,HMC,295.2200012207031
842.082,000-0000-0018,OTHERS,328924.7903612832,4152762.682305328,HMC,295.2200012207031
842.082,000-0000-0070,OTHERS,328926.0241236215,4152815.556647011,HMC,219.30557250976562
842.082,000-0000-0072,OTHERS,328906.041467092,4152755.88143384,HMC,293.3119661808014
842.082,000-0000-0167,OTHERS,328910.2714500323,4152742.152163937,HMC,295.2200012207031
842.082,000-0000-0074,OTHERS,328912.55679175747,4152775.48103378,HMC,295.2200012207031
842.082,000-0000-0048,OTHERS,328916.618393689,4152804.25120749,HMC,295.2200012207031
842.082,000-0000-0120,OTHERS,328986.1680385234,4152749.1624265877,HMC,278.20577239990234
842.082,000-0000-0013,OTHERS,328907.515336628,4152745.754939543,HMC,292.5729019641876
